ev_id,ntsb_no,latitude,longitude,flt_plan_filed,flight_plan_activated,regis_no,dprt_apt_id,dest_apt_id
20051028X01754,LAX06CA012,332100N,1104000W,NONE,,N5161Y,,
20051028X01755,LAX05CA313,362149N,1195631W,NONE,,N141HA,,
20051031X01756,DEN06CA006,394200N,1050109W,NONE,,N206DB,BJC ,APA 
20051031X01757,ANC06TA002,644230N,1481800W,CVFR,Y,N792,FAI ,
20051031X01758,ATL06CA006,361625N,0843332W,NONE,,N381SL,92A ,
20051031X01759,ATL06CA004,351644N,0895550W,IFR ,Y,N273PS,ROG ,2M8 
20051101X01760,ATL06CA002,344433N,0802053W,NONE,,N6922T,28A ,PYG 
20051101X01761,ATL05CA164,323420N,0813951W,NONE,,N1012H,KJYL,
20051101X01762,CHI06CA013,404743N,0893648W,NONE,,N152SG,3MY ,3MY 
20051101X01763,CHI06LA023,425439N,0823144W,NONE,,N165WM,PHN ,PHN 
20051101X01764,LAX05CA314,200004N,1554005W,NONE,N,N82001,HKO ,HMU 
20051101X01765,ANC06LA007,633810N,1605014W,VFR ,Y,N1263Y,WBB ,PAUN
20051101X01766,CHI06IA011,395021N,0754901W,IFR ,Y,N244PS,PHL ,DAY 
20051101X01768,LAX06LA017,350333N,1180906W,NONE,,N39FS,MHV ,
20051101X01769,LAX05LA324,414600N,1151900W,NONE,,N2333J,06U ,0O5 
20051101X01770,LAX05LA315,410113N,1212600W,NONE,N,N5756Y,RBL ,O89 
20051101X01771,LAX05LA318,380400N,1143400W,VFR ,Y,N5031T,EKO ,CDC 
20051101X01772,LAX06LA023,380083N,1212193W,NONE,N,N83785,O20 ,O20 
20051101X01773,LAX06WA018,303600S,1164700W,NONE,N,,,
20051102X01774,IAD05CA120,410401N,0734227W,NONE,,N297ME,HPN ,
20051103X01775,DEN06LA011,371811N,1083741W,NONE,N,N4055Z,,
20051103X01776,SEA06FA015,470307N,1225050W,CVFR,Y,N950AL,,
20051103X01778,DEN06CA009,350240N,1063660W,NONE,N,N211LB,,
20051103X01779,MIA06CA005,292843N,0811223W,NONE,,N2621U,KDAB,X47 
20051103X01780,CHI06LA016,390246N,0843950W,IFR ,Y,N391CA,SRQ ,CVG 
20051104X01781,NYC06LA016,384500N,0680800W,IFR ,Y,N378DA,BDA ,BOS 
20051104X01782,NYC06FA015,405721N,0721140W,NONE,,N7345U,19A ,ACK 
20051104X01783,NYC06CA001,425542N,0705823W,NONE,,N89B,PSM ,06NH
20051104X01784,ATL06CA010,335840N,0835743W,NONE,N,N861MP,LZU ,LZU 
20051104X01785,ATL06CA009,322426N,0803804W,NONE,N,N1711Q,73J ,73J 
20051104X01786,NYC06WA007,584500N,0114000W,,,,,
20051104X01788,MIA06CA012,283053N,0804757W,NONE,,N49005,KTIX,KTIX
20051104X01789,LAX06LA024,393417N,1194315W,IFR ,Y,N26XL,IYK ,IYK 
20051104X01790,LAX06CA007,342530N,1030445W,NONE,N,N835RA,CVN ,CVN 
20051104X01791,LAX06CA008,335900N,1172438W,NONE,,N14715,CNO ,RIR 
20051104X01792,CHI06CA002,434629N,0980219W,NONE,,N149KC,MHE ,ROX 
20051104X01793,CHI06CA019,462354N,0940817W,NONE,N,CF-JVT,BRD ,LNK 
20051104X01794,CHI06CA020,444522N,0940452W,NONE,N,N15127,66MN,GYL 
20051104X01795,CHI06CA022,460719N,0895256W,UNK ,U,N20KK,LNL ,D25 
20051107X01796,DFW06CA002,312754N,0972831W,NONE,N,N32476,T94 ,
20051107X01797,MIA06CA011,273923N,0802501W,NONE,,N9234V,KOMN,KVRB
20051107X01798,DFW06CA003,294015N,0950351W,NONE,N,N40120,T41 ,T41 
20051107X01799,CHI06CA018,432727N,0964807W,NONE,N,N8495K,Y14 ,Y14 
20051108X01800,ATL06CA011,343711N,0794418W,NONE,N,N3029Z,CDN ,BBP 
20051108X01801,MIA06CA010,265522N,0815943W,UNK ,,N3588F,KPGD,KPGD
20051108X01802,MIA06CA009,265522N,0815943W,NONE,,N952AC,KPHK,KPGD
20051108X01803,MIA06CA003,302011N,0813052W,IFR ,,N4UT,KPFN,KCRG
20051108X01804,DFW06CA005,341613N,0884618W,VFR ,Y,N94684,KRNV,KTUP
20051108X01805,DFW05CA235,Plas e.,0910432W,NONE,,N862Z,ARG ,
20051108X01806,DFW05CA206,293626N,0950931W,NONE,,N2426S,KGLS,KEFD
20051109X01808,NYC06CA023,422536N,0731734W,IFR ,,N120V,BQR ,PSF 
20051109X01811,ANC06TA009,602321N,1460644W,CVFR,,N771X,PACV,
20051109X01812,ANC05CA141,664846N,1503838W,CVFR,,N58316,PPC ,
20051109X01813,ANC05CA145,620500N,1544000W,NONE,,N4707U,,
20051109X01814,ANC06CA003,614500N,1513000W,NONE,N,N5947D,,SKW 
20051109X01815,ANC06CA006,584358N,1570112W,NONE,,N6832A,5NK ,
20051109X01816,CHI06CA008,410624N,0922653W,IFR ,Y,N310SK,BLV ,FOD 
20051109X01817,MIA06CA014,291048N,0810329W,NONE,,N442ER,KMLB,KDAB
20051109X01818,SEA06LA004,460947N,1225655W,VFR ,Y,N4647D,76S ,EUG 
20051109X01819,SEA05LA196,465814N,1225408W,NONE,U,N49189,TIW ,OLM 
20051109X01820,SEA06CA009,373293N,1104528W,NONE,,N7377H,,
20051109X01821,SEA06CA014,465238N,1223604W,NONE,,N85534,,
20051109X01822,SEA06CA013,472612N,1174650W,NONE,,None,,
20051109X01823,CHI06CA001,442143N,0851226W,NONE,,N9696K,Y91 ,
20051109X01824,CHI06CA007,390422N,0934039W,NONE,,N9738L,MHL ,
20051109X01825,CHI06CA009,420600N,0843400W,NONE,,N5227X,JXN ,
20051109X01826,CHI06CA024,430325N,0834825W,NONE,,N62078,3DA ,
20051110X01827,MIA06CA013,283053N,0804757W,NONE,,N1567C,TIX ,TIX 
20051110X01828,MIA06LA006,270349N,0822800W,NONE,,N212KR,KVNC,KVNC
20051110X01829,DFW06FA019,293844N,0951644W,IFR ,Y,N505K,HOU ,CRP 
20051110X01830,LAX05LA218,324401N,1171123W,IFR ,N,N357KP,SAN ,DEN 
20051114X01831,SEA06CA010,460353N,1220115W,NONE,,N686JM,WA79,
20051114X01832,DEN06FA013,342206N,1074307W,NONE,N,N1548Y,4AZ2,DVT 
20051114X01833,LAX05CA322,392956N,1194605W,NONE,,N5394K,RNO ,
20051114X01834,LAX06CA003,355708N,1120849W,CVFR,Y,N31MH,GCN ,
20051114X01835,LAX05CA320,373124N,1202385W,NONE,,N1938E,027 ,
20051114X01836,LAX06CA001,322434N,1111306W,CVFR,,N926SH,TUS ,
20051114X01837,LAX06CA002,353026N,1191131W,NONE,,N201SC,,
20051115X01838,DFW06FA021,300401N,0953253W,IFR ,Y,N4171Z,T82 ,DHW 
20051115X01839,CHI06FA030,402838N,0885457W,IFR ,Y,N4319P,PIA ,JNX 
20051115X01840,MIA06LA015,255425N,0801642W,NONE,N,N4652J,KOPF,
20051115X01842,LAX06LA029,332706N,0114430W,NONE,,N8903S,FFZ ,
20051116X01843,SEA06LA011,481758N,1163336W,CVFR,Y,N402CA,SFF ,SZT 
20051116X01844,DFW06LA027,345957N,0902221W,NONE,U,N331TA,,
20051116X01845,DFW06LA028,294210N,0980219W,NONE,N,N100KR,BAZ ,
20051116X01846,ATL06LA014,330400N,0801700W,NONE,N,N43CW,EOP ,DYB 
20051116X01847,CHI06FA026,414336N,0933206W,IFR ,Y,N27177,IKV ,EGQ 
20051116X01848,CHI06LA027,450135N,0933356W,CVFR,N,N30NM,MY77,MIC 
20051116X01849,CHI06LA031,425650N,0875347W,NONE,N,N2241P,5K6 ,
20051117X01851,CHI05WA216,442400N,0794300W,UNK ,U,,,
20051117X01852,DEN06LA014,413542N,1090354W,NONE,N,N2870Q,LND ,RKS 
20051118X01853,MIA06LA019,284547N,0812205W,NONE,,N7453J,KSFB,KSFB
20051118X01854,NYC06CA012,381353N,0805213W,NONE,,N722W,SPA ,8G6 
20051118X01857,NYC06LA028,405039N,0753808W,NONE,N,N7684G,14N ,69N 
20051118X01858,CHI06CA014,410417N,0875047W,NONE,,N3610Y,ORC ,VPZ 
20051118X01859,CHI06CA017,380408N,0912544W,NONE,,N5065N,UBX ,
20051118X01860,NYC06LA024,372957N,0762204W,NONE,,N41094,W75 ,
20051118X01861,NYC06CA014,424653N,0741932W,NONE,,N2536W,SCH ,NY05
20051121X01862,DFW05LA175,322515N,0995116W,NONE,,N9060F,T67 ,DYS 
20051121X01863,DEN06LA015,395430N,1050700W,NONE,N,N5715B,APA ,
20051122X01864,MIA06WA017,050000N,0550000W,UNK ,,,SYCJ,
20051122X01865,MIA06WA020,050000N,0590000W,UNK ,,,,
20051122X01866,CHI06TA033,390827N,0964015W,VFR ,Y,N400PD,TOP ,EMP 
20051122X01867,NYC06FA025,404014N,0750827W,NONE,N,N7467T,N91 ,N91 
20051122X01868,LAX06CA010,381900N,1204200W,NONE,,N2728B,O70 ,
20051122X01869,LAX06CA019,331304N,1172105W,NONE,,N221MH,67L ,OKB 
20051122X01870,LAX06LA036,385433N,1212104W,NONE,,N56038,LHM ,
20051122X01871,LAX06LA034,351534N,1135617W,NONE,N,N7900D,DVT ,IGM 
20051122X01872,LAX06LA032,330212N,1165454W,NONE,N,N23899,RNM ,
20051122X01873,NYC06CA013,410741N,0742048W,NONE,,N46475,4N1 ,4N1 
20051122X01874,NYC06CA017,442149N,0731026W,NONE,N,N1693Q,MVL ,VT8 
20051123X01875,ATL06CA012,312728N,0872103W,VFR ,U,N704VR,KCEW,
20051123X01876,DEN06LA016,373623N,1012242W,CVFR,,N96YD,,
20051123X01877,CHI06CA028,381738N,0942024W,NONE,,N5784B,BUM ,
20051123X01878,DFW06LA024,293201N,0982811W,IFR ,Y,N679MG,SAT ,SAN 
20051123X01879,SEA06IA019,453225N,1225659W,IFR ,Y,N225GV,HIO ,CYYZ
20051123X01880,CHI06LA006,421535N,0842734W,NONE,,N5083T,RNP ,
20051123X01881,DEN06FA018,390303N,1041016W,NONE,N,N70MT,00V ,00V 
20051123X01882,LAX06FA043,332460N,1174090W,NONE,N,N546BC,SDM ,SNA 
20051123X01883,LAX06LA041,322648N,1110010W,NONE,N,N660T,57AZ,18AZ
20051123X01884,LAX06FA031,384420N,1224906W,NONE,N,N9204Q,O85 ,STS 
20051123X01885,LAX06LA030,382416N,1210518W,NONE,N,N16356,RIU ,RIU 
20051124X01886,NYC06FA029,390358N,0773302W,VFR ,Y,N4171T,JYO ,JYO 
20051124X01887,NYC06FA027,425654N,0712624W,IFR ,Y,N7801Q,MHT ,BGR 
20051125X01888,CHI06CA004,445951N,0925120W,NONE,,N13585,BRD ,21D 
20051125X01889,CHI06LA036,461704N,0960924W,IFR ,Y,N5094C,FAR ,FFM 
20051125X01890,CHI06FA032,450049N,0844211W,IFR ,Y,N1153C,GRR ,GLR 
20051126X01891,NYC06LA026,383219N,0753523W,NONE,N,N3540U,,ILG 
20051128X01892,DEN06GA017,431180N,1105353W,NONE,,N9928H,JAC ,AFO 
20051128X01893,SEA06LA012,445200N,1240100W,NONE,,N6000A,HIO ,S45 
20051128X01894,DFW05MA230,292015N,0934935W,NONE,N,N90421,,
20051128X01895,ATL06CA013,345309N,0821303W,VFR ,Y,N3873X,,PVT 
20051128X01896,LAX06CA021,350911N,1180050W,NONE,,N30AS,L71 ,L71 
20051128X01897,LAX06CA022,365139N,1164713W,NONE,,N2876J,TPH ,BTY 
20051128X01898,LAX06CA035,333431N,1171110W,NONE,,N14GK,L26 ,KVGT
20051128X01899,LAX06CA028,384003N,1212402W,NONE,,N888DV,MHR ,MCC 
20051129X01900,MIA06WA016,105636N,0635100W,VFR ,U,,SVMG,SVCU
20051129X01901,ATL05CA166,352030N,0792613W,NONE,N,N49KB,OPN ,5NC3
20051130X01902,ATL06CA018,360336N,0784702W,NONE,N,N5144L,8NC8,
20051130X01903,ATL06LA019,344504N,0835614W,NONE,N,N6485R,RHP ,MHP 
20051130X01904,MIA06FA024,284100N,0805200W,VFR ,Y,N666DE,F45 ,GMU 
20051130X01905,DEN06IA019,375714N,1075431W,IFR ,Y,N253GL,DEN ,TEX 
20051130X01906,CHI06LA034,390442N,0841237W,NONE,N,N3425R,I69 ,I69 
20051130X01907,DFW06CA017,293843N,0951644W,IFR ,Y,N564BR,ADS ,HOU 
20051130X01908,DFW06CA015,304430N,0923713W,NONE,N,N296PC,,
20051130X01909,DFW06CA013,293616N,0950919W,NONE,N,N909BC,KIWS,KEFD
20051130X01910,DFW06CA004,300342N,0953310W,NONE,N,N94JA,DWH ,DWH 
20051130X01912,DFW05CA248,352811N,0980013W,NONE,N,N7WS,KPWA,
20051130X01913,DFW05CA236,325000N,0915300W,NONE,,N6667Q,,
20051130X01914,DFW06CA016,303450N,0910721W,NONE,N,N59051,,KBTR
20051130X01915,ANC06CA004,600301N,1474929W,CVFR,Y,N4447Z,SWD ,
20051130X01916,MIA06FA022,252654N,0802447W,NONE,,N264BH,07FA,VI2 
20051130X01917,DFW06CA026,333716N,0963506W,NONE,N,N2884E,KGYI,KSWI
20051130X01918,DFW06CA018,333949N,1014922W,NONE,N,N828MC,,
20051130X01919,DFW06CA008,292136N,0950035W,NONE,N,N53795,T41 ,
20051130X01920,DFW06CA029,325552N,0972442W,NONE,N,N81868,T67 ,
20051130X01921,LAX06CA033,331600N,1114900W,NONE,,N321JN,A39 ,CHD 
20051130X01922,DFW06CA011,305841N,0982718W,CVFR,Y,N941SL,KBMQ,AE49
20051202X01923,ATL06CA015,355116N,0833126W,IFR ,Y,N1186X,GKT ,
20051202X01924,ATL06CA017,342135N,0845500W,NONE,N,N57N,5GA4,5GA4
20051202X01925,DEN06IA020,395142N,1044023W,IFR ,Y,N299UX,RIV ,DEN 
20051202X01926,LAX06CA025,334820N,1182037W,NONE,N,N182HG,KTOA,KTOA
20051203X01927,NYC06CA022,403944N,0750159W,NONE,N,N4066X,,
20051203X01928,NYC06IA036,365017N,0875623W,NONE,N,N52DB,1M9 ,1M9 
20051203X01929,NYC06LA019,401959N,0750720W,NONE,N,N8176B,DYL ,DYL 
20051205X01930,LAX06CA013,360641N,1174115W,VFR ,,N4252P,IFP ,CCB 
20051205X01931,LAX04FA190,191200N,1554800W,VFR ,Y,N8198A,KOA ,KOA 
20051206X01932,CHI06FA037,402303N,0992723W,NONE,N,N5596F,APA ,C09 
20051206X01933,CHI06CA025,403409N,0900429W,NONE,,N9664D,CTK ,PNT 
20051206X01935,DFW06CA020,293745N,0905645W,NONE,N,N5436X,,
20051206X01936,LAX06LA044,322648N,1110010W,NONE,N,N7466P,57AZ,LMT 
20051206X01937,LAX06LA048,324900N,1165800W,NONE,N,N3936D,LVK ,SEE 
20051206X01939,LAX06WA051,330000S,1470000E,UNK ,U,,,
20051206X01940,LAX06CA026,341524N,1112021W,NONE,N,N2111P,ODO ,PRC 
20051206X01941,LAX06CA027,320832N,1111028W,NONE,N,N515AB,RYN ,RYN 
20051206X01942,LAX06CA042,341555N,1100020W,NONE,,N4562F,PAN ,SOW 
20051206X01943,MIA06WA023,050619N,0740550W,IFR ,Y,,,SKGY
20051206X01944,DFW06CA031,344420N,0921722W,NONE,,N5075P,NONE,NONE
20051207X01945,DEN06CA012,394706N,1043235W,NONE,,N258HB,48V ,FTG 
20051207X01946,LAX06FA049,324752N,1153038W,NONE,N,N2455T,23CN,
20051207X01947,LAX06CA020,343916N,1122510W,NONE,,N8154H,PRC ,
20051207X01948,SEA06FA022,454955N,1110936W,IFR ,Y,N701QR,AXA ,BZN 
20051207X01949,SEA06CA020,402855N,1112544W,NONE,,N1528D,36U ,
20051207X01950,NYC06FA040,411511N,0700337W,IFR ,Y,N64PW,TEB ,ACK 
20051208X01951,CHI06CA040,390545N,0931210W,NONE,N,N3619R,5I4 ,MHL 
20051208X01952,CHI06CA035,403037N,1013712W,NONE,N,N3428R,IML ,
20051208X01953,SEA83LA209,460228N,1205059W,NONE,,N8807R,YKM ,
20051208X01954,ANC06CA008,615700N,1511100W,NONE,N,N3308S,,UUO 
20051209X01955,DFW06FA037,321829N,0902446W,NONE,N,N7315Y,M16 ,M72 
20051209X01956,CHI06LA038,415847N,0875416W,IFR ,,N359FE,ORD ,MEM 
20051209X01957,ATL06CA016,350423N,0770235W,IFR ,Y,N821KF,W40 ,EWN 
20051209X01958,SEA06CA017,404619N,1115746W,NONE,,N6029N,SLC ,SLC 
20051210X01959,NYC06CA021,383316N,0824417W,NONE,N,N204WC,DWU ,DWU 
20051210X01960,NYC06LA033,405057N,0775055W,IFR ,Y,N734MA,LAN ,UNV 
20051210X01961,NYC06LA038,405651N,0741852W,NONE,N,N6858P,N07 ,N40 
20051212X01962,ATL06CA020,353501N,0790601W,NONE,N,N46555,TTA ,
20051212X01963,DFW06CA030,323929N,0970523W,NONE,,N5437J,GKY ,
20051213X01965,CHI05MA111,445250N,0931301W,IFR ,Y,N368NB,MSP ,SAT 
20051213X01966,LAX06WA053,303600S,1413300E,,,,,
20051213X01967,LAX06CA039,374160N,1214922W,UNK ,,N51732,LVK ,
20051213X01968,DFW06CA014,293422N,0982747W,NONE,N,N3331F,RAS ,T94 
20051213X01969,LAX06CA045,363448N,1175954W,NONE,U,N8091H,KEMT,L09 
20051214X01970,ATL06LA021,335619N,0810710W,IFR ,U,N997BW,CAE ,CHS 
20051214X01972,DEN06FA023,323527N,1051193W,NONE,N,N1257Z,ELP ,ROW 
20051215X01974,ANC06CA010,611249N,1495040W,NONE,,N91399,PAMR,PAMR
20051215X01975,NYC06RA032,550927N,0381441E,IFR ,Y,,UUOO,UUDD
20051215X01976,DFW06CA022,331516N,0973450W,NONE,N,N2593P,LUD ,PVW 
20051215X01977,DFW06CA032,294607N,0943926W,NONE,N,N15145,T41 ,T00 
20051215X01978,DFW06CA033,360237N,0955907W,VFR ,N,N859DA,RVS ,1R7 
20051216X01979,MIA06CA021,281723N,0812614W,UNK ,,N5182Z,KOCF,KISM
20051216X01980,NYC06CA020,414038N,0703603W,NONE,,N319CD,NONE,NONE
20051216X01981,NYC06LA039,412334N,0703651W,NONE,,N360JR,MVY ,MVY 
20051216X01982,CHI06FA043,442424N,0960453W,NONE,,N621PH,LCG ,FCM 
20051216X01983,SEA06LA026,464037N,1225858W,NONE,N,N900EH,KOLM,KCLS
20051216X01984,SEA06CA018,471605N,1223441W,NONE,,N1959P,1S0 ,TIW 
20051216X01985,SEA06CA024,482902N,1225615W,NONE,,N1876Z,ORS ,
20051216X01986,SEA06CA023,482217N,1162300W,NONE,,N543MD,SZT ,
20051218X01987,NYC06FA034,442538N,0730446W,IFR ,Y,N26399,HFD ,BTV 
20051219X01988,DFW06LA038,300343N,0953310W,UNK ,,N302BY,DWH ,MOB 
20051219X01989,DFW06CA035,294216N,0980232W,VFR ,U,N2564X,BAZ ,KRVS
20051219X01990,DFW06CA009,315038N,0945724W,NONE,N,N555YF,F46 ,7TA7
20051219X01991,CHI06CA029,411146N,0960644W,NONE,,N1020Q,,
20051219X01992,CHI06CA039,462352N,0940814W,NONE,,N4334Z,BRD ,
20051219X01993,CHI06LA021,402703N,0845924W,NONE,N,N266Q,PLD ,PVT 
20051220X01994,NYC06LA042,422936N,0791619W,IFR ,Y,N302H,N99 ,DKK 
20051220X01995,SEA06LA029,455057N,1122662W,NONE,N,N4350F,KMLS,KBTM
20051221X01997,MIA06LA028,265513N,0815926W,NONE,,N535BM,PGD ,PGD 
20051221X01998,MIA06LA026,250500N,0802500W,NONE,,N49815,MTH ,X47 
20051221X01999,MIA06LA033,255425N,0801642W,NONE,,N86AB,KOPF,KOPF
20051221X02000,SEA06TA028,372155N,1111607W,NONE,,N3194K,PGA ,NONE
20051222X02001,DEN06LA024,385644N,1043411W,NONE,N,N9318W,00V ,00V 
20051222X02002,MIA06WA018,071400N,0755100W,UNK ,U,,SKMD,
20051222X02003,LAX06FA059,204597N,1560363W,NONE,N,N542SP,OGG ,HNM 
20051223X02004,ATL06LA022,332748N,0805133W,IFR ,Y,N790RA,SAV ,CAE 
20051223X02005,LAX06LA058,382012N,1214182W,NONE,N,N8040G,CPU ,STS 
20051223X02006,LAX06FA054,362609N,1193501W,NONE,N,N3039B,RHV ,VIS 
20051223X02007,LAX06FA055,373215N,1183611W,VFR ,Y,N3590R,L12 ,MMH 
20051223X02008,LAX06LA056,335300N,1173615W,NONE,N,N65696,AJO ,AJO 
20051223X02011,LAX06CA046,325917N,1171220W,NONE,N,N4506B,,
20051227X02012,NYC06WA046,542759N,1283439W,IFR ,Y,,CYXT,CYVR
20051227X02013,LAX06CA037,335510N,1131002W,NONE,,N389VV,27AZ,
20051227X02014,LAX06CA038,352601N,1190325W,NONE,,N2863X,PTV ,BFL 
20051227X02015,LAX06CA040,372740N,1220654W,NONE,,N6122A,POC ,PAO 
20051227X02016,LAX06LA064,370404N,1213108W,NONE,,N7383A,E16 ,FCH 
20051227X02017,LAX06FA063,335633N,1182448W,IFR ,Y,VT-AIM,LAX ,FRA 
20051227X02018,CHI06LA051,440700N,0954920W,IFR ,Y,N711HG,GUY ,MML 
20051228X02019,DEN06LA026,400222N,1051333W,NONE,,N94CV,48V ,
20051228X02020,NYC06CA030,405600N,0723000W,NONE,,N117SA,BDR ,NONE
20051228X02021,NYC06LA045,414438N,0721048W,NONE,U,N7631R,OQU ,IJD 
20051229X02022,MIA06WA030,175100N,0625100W,NONE,,N8547X,TFFJ,TFFJ
20051229X02023,MIA06CA032,255656N,0802524W,NONE,,N51434,KHWO,X46 
20051229X02024,SEA06LA031,453519N,1223551W,IFR ,Y,N753FE,PDX ,RBG 
20051229X02025,MIA06CA025,274554N,0823737W,NONE,,N2969M,SPG ,
20051229X02026,SEA06LA033,472656N,1221834W,IFR ,Y,N979AS,SEA ,BUR 
20051229X02027,ATL06LA024,350219N,0895822W,IFR ,N,N213FE,MEM ,OKC 
20051229X02028,LAX06CA057,324934N,1165820W,NONE,N,N47186,SDM ,SEE 
20051229X02029,LAX06CA050,354112N,1174152W,NONE,N,N6004X,AEG ,IYK 
20051229X02030,LAX06LA067,330220N,1165454W,NONE,,N320WH,IFP ,RNM 
20051229X02031,LAX06FA066,374137N,1213825W,NONE,N,N5942S,SBA ,LVK 
20051229X02032,LAX06LA065,340530N,1174655W,NONE,,N3084N,SBA ,POC 
20051230X02033,DFW06LA041,325530N,0972421W,NONE,,N67195,T67 ,
20051230X02034,CHI06CA042,442258N,1001710W,IFR ,Y,N8403F,FSD ,PIR 
20051230X02035,CHI06CA048,405742N,0804038W,IFR ,Y,N761WY,CVG ,4G4 
20051230X02036,CHI06CA050,383800N,0923201W,NONE,N,N115BT,MO23,
20051230X02037,CHI06CA052,453752N,0892803W,NONE,N,N6085M,UES ,RHI 
20060103X00001,DEN06CA021,391338N,0945704W,NONE,,N123F,SN83,
20060104X00003,MIA06LA037,275338N,0813713W,NONE,N,N8640Z,X07 ,X07 
20060104X00005,DFW06LA040,294132N,0963508W,NONE,N,N78SV,66RT,3T5 
20060105X00006,MIA06WA038,324954S,0684734W,VFR ,Y,,SAME,SCEL
20060105X00007,MIA06CA029,291047N,0810329W,NONE,,N56825,KDAB,KDAB
20060105X00009,ANC06LA014,600108N,1472309W,NONE,,N3615T,,PAWD
20060105X00010,CHI06FA057,411075N,0960567W,NONE,N,N9072J,MLE ,K78 
20060105X00012,DFW06WA049,101900N,0854900W,VFR ,Y,,MRPV,MRTM
20060105X00013,ATL06LA028,332312N,0841956W,NONE,N,N53257,4A7 ,
20060105X00014,DFW06CA034,303837N,0935453W,NONE,N,N761FL,T12 ,KBMT
20060106X00015,ATL06LA027,353355N,0811643W,IFR ,Y,N2887M,KHKY,8S5 
20060106X00016,ANC06LA015,600919N,1491256W,NONE,,N212RF,JLA ,
20060106X00017,ATL06CA026,335306N,0871150W,NONE,N,N350ET,3M2 ,
20060106X00019,SEA06FA036,403937N,1112728W,VFR ,Y,N1254Z,BIL ,U77 
20060106X00020,SEA06CA030,471900N,1221300W,NONE,,N7692B,KPWT,
20060106X00021,SEA06CA027,475429N,1220619W,NONE,,N2697X,S43 ,
20060106X00022,SEA06CA034,442358N,1224107W,NONE,,N3199S,2OR7,CVO 
20060106X00023,SEA06CA025,441713N,1205414W,VFR ,,N2584S,S39 ,BNO 
20060107X00025,NYC06LA035,403702N,0741440W,NONE,N,N44EK,LDJ ,LDJ 
20060109X00026,DFW06IA025,295904N,0952029W,IFR ,Y,N32404,SMF ,IAH 
20060109X00027,CHI06CA046,430440N,0941619W,NONE,N,N9292U,AXA ,
20060109X00028,CHI06CA053,412532N,0882507W,VFR ,N,N723PG,C77 ,C09 
20060109X00029,CHI06CA056,424122N,0902640W,NONE,N,N7592B,PVB ,PVB 
20060109X00030,NYC06FA048,314435N,0842509W,IFR ,Y,N8165W,UMP ,16J 
20060109X00031,ATL06CA032,323654N,0852602W,IFR ,Y,N246PL,02A ,AUO 
20060109X00032,IAD05LA147,401300N,0765100W,NONE,,N220EZ,CXY ,
20060109X00033,LAX06IA076,350309N,1200718W,IFR ,Y,N390AE,SBP ,LAX 
20060109X00034,LAX06FA075,331500N,1170600W,NONE,N,N7944R,2CA4,L08 
20060109X00035,CHI06LA058,455568N,0894385W,IFR ,Y,N391QS,PWK ,ARV 
20060110X00036,DEN06CA022,390042N,0951300W,NONE,N,N1053X,LWC ,LWC 
20060110X00037,SEA06LA037,460626N,1225300W,NONE,N,N444QA,KLS ,
20060110X00038,NYC06CA031,413036N,0741553W,NONE,,N1813W,AIY ,MGJ 
20060110X00039,LAX06FA071,391847N,1200728W,IFR ,Y,N781RS,TWF ,TRK 
20060110X00040,NYC06CA037,374950N,0870020W,IFR ,,N26708,SVH ,NONE
20060110X00041,NYC06LA050,405100N,0735624W,NONE,N,N2759M,VAY ,N07 
20060110X00042,DFW06CA042,331427N,0963330W,VFR ,N,N131AK,TS63,KHQZ
20060110X00043,NYC06CA049,424301N,0710724W,NONE,,N323RB,LWM ,LWM 
20060111X00044,MIA06FA039,304002N,0850336W,NONE,,N442DH,,F45 
20060111X00045,MIA06LA041,295819N,0811604W,IFR ,Y,N22L,KCRG,KFPR
20060111X00047,SEA06WA042,542642N,1205612W,VFR ,Y,N9222H,CYXJ,CYCW
20060111X00049,MIA06CA031,271051N,0801316W,IFR ,,N41805,7FL6,SUA 
20060111X00051,DFW06WA052,084400N,0711400W,VFR ,Y,,,
20060111X00052,MIA06CA027,290200N,0810200W,NONE,,N99009,97FL,
20060111X00054,SEA06FA039,482815N,1222515W,IFR ,Y,N36107,BLI ,BVS 
20060111X00055,SEA06LA021,482902N,1225610W,NONE,,N108EE,BVS ,S31 
20060111X00056,ANC06CA011,605621N,1643829W,CVFR,,N454SF,PAEW,PABE
20060111X00057,LAX06FA080,205726N,1563513W,CVFR,Y,N11QD,OGG ,OGG 
20060111X00058,NYC06CA051,420900N,0791524W,NONE,,N4792A,8G2 ,NY89
20060112X00059,ATL06FA029,351446N,0831438W,IFR ,N,N799TM,24A ,PNS 
20060112X00060,DEN06FA028,343244N,1105611W,NONE,N,N182GV,DRO ,SDL 
20060112X00061,IAD05LA112,395634N,0745044W,NONE,,N399HF,VAY ,
20060112X00062,SEA06FA038,453533N,1230050W,NONE,,N27ER,HIO ,HIO 
20060113X00063,NYC06CA043,405057N,0775055W,IFR ,,N62497,UNV ,PNE 
20060113X00064,NYC06CA047,424312N,0714648W,NONE,,N2869U,NH76,NH16
20060113X00065,MIA06WA035,213000N,0713100W,NONE,,N444DA,MBSC,MBPV
20060113X00066,MIA06CA040,293931N,0814119W,VFR ,Y,N7657R,KSOP,28J 
20060113X00067,ANC06CA012,651900N,1662700W,CVFR,Y,N303GV,PAPC,L-3B
20060113X00068,ATL06CA031,322516N,0851453W,NONE,N,N4370P,BKV ,WDR 
